 train         node      observed        predicted
     y           32    4.700000E+05     5.728587E+05
     y           32    3.120000E+05     5.728587E+05
     y           37    3.440000E+05     4.740929E+05
     y           17    3.960000E+05     3.708738E+05
     y           72    6.900000E+05     6.913100E+05
     y           17    2.740000E+05     3.708738E+05
     y           17    3.260000E+05     3.708738E+05
     y           73    5.690000E+05     5.120566E+05
     y           72    5.160000E+05     6.913100E+05
     y           19    6.910000E+05     7.060558E+05
     y           37    3.850000E+05     4.740929E+05
     y           32    3.200000E+05     5.728587E+05
     y           25    6.360000E+05     6.117883E+05
     y           17    3.020000E+05     3.708738E+05
     y           32    8.950000E+05     5.728587E+05
     y           53    1.407680E+06     1.152055E+06
     y           37    3.920000E+05     4.740929E+05
     y           37    4.150000E+05     4.740929E+05
     y           33    3.450000E+05     3.990938E+05
     y           32    2.426750E+05     5.728587E+05
     y           72    6.150000E+05     6.913100E+05
     y           73    7.400000E+05     5.120566E+05
     y           17    3.750000E+05     3.708738E+05
     y           32    2.500000E+05     5.728587E+05
     y           17    2.810000E+05     3.708738E+05
     y           72    5.400000E+05     6.913100E+05
     y           25    6.630000E+05     6.117883E+05
     y           32    6.450000E+05     5.728587E+05
     y           48    5.770000E+05     7.757435E+05
     y           73    4.200000E+05     5.120566E+05
     y           48    1.549000E+06     7.757435E+05
     y           17    2.620000E+05     3.708738E+05
     y           17    7.480000E+05     3.708738E+05
     y           32    7.650000E+05     5.728587E+05
     y           17    2.620000E+05     3.708738E+05
     y           17    4.010000E+05     3.708738E+05
     y           17    3.090000E+05     3.708738E+05
     y           53    1.549000E+06     1.152055E+06
     y           32    3.350000E+05     5.728587E+05
     y           48    1.039000E+06     7.757435E+05
     y           32    2.800000E+05     5.728587E+05
     y           72    4.400000E+05     6.913100E+05
     y           32    7.100000E+05     5.728587E+05
     y           17    2.700000E+05     3.708738E+05
     y           32    5.920000E+05     5.728587E+05
     y           73    4.100000E+05     5.120566E+05
     y           48    5.770000E+05     7.757435E+05
     y           72    3.770000E+05     6.913100E+05
     y           48    5.100000E+05     7.757435E+05
     y           53    1.079000E+06     1.152055E+06
     y           17    3.980000E+05     3.708738E+05
     y           17    4.280000E+05     3.708738E+05
     y           72    4.420000E+05     6.913100E+05
     y           48    1.549000E+06     7.757435E+05
     y           17    3.800000E+05     3.708738E+05
     y           17    3.310000E+05     3.708738E+05
     y           17    2.670000E+05     3.708738E+05
     y           17    4.720000E+05     3.708738E+05
     y           19    8.650000E+05     7.060558E+05
     y           72    1.236000E+06     6.913100E+05
     y           32    3.640000E+05     5.728587E+05
     y           17    3.800000E+05     3.708738E+05
     y           25    6.200000E+05     6.117883E+05
     y           37    6.460000E+05     4.740929E+05
     y           73    4.660000E+05     5.120566E+05
     y           37    5.620000E+05     4.740929E+05
     y           32    5.160000E+05     5.728587E+05
     y           17    3.350000E+05     3.708738E+05
     y           37    5.570000E+05     4.740929E+05
     y           25    6.150000E+05     6.117883E+05
     y           17    3.030000E+05     3.708738E+05
     y           19    9.240000E+05     7.060558E+05
     y           32    5.540000E+05     5.728587E+05
     y           73    5.730000E+05     5.120566E+05
     y           17    3.370000E+05     3.708738E+05
     y           48    5.690000E+05     7.757435E+05
     y           72    8.880000E+05     6.913100E+05
     y           17    3.400000E+05     3.708738E+05
     y           17    5.660000E+05     3.708738E+05
     y           19    1.300000E+06     7.060558E+05
     y           48    5.190000E+05     7.757435E+05
     y           32    3.700000E+05     5.728587E+05
     y           17    3.460000E+05     3.708738E+05
     y           33    3.530000E+05     3.990938E+05
     y           73    7.250000E+05     5.120566E+05
     y           17    4.370000E+05     3.708738E+05
     y           33    4.200000E+05     3.990938E+05
     y           19    4.590000E+05     7.060558E+05
     y           73    1.030000E+06     5.120566E+05
     y           19    6.750000E+05     7.060558E+05
     y           32    3.780000E+05     5.728587E+05
     y           17    2.940000E+05     3.708738E+05
     y           17    4.890000E+05     3.708738E+05
     y           73    6.250000E+05     5.120566E+05
     y           17    2.770000E+05     3.708738E+05
     y           37    7.100000E+05     4.740929E+05
     y           37    4.640000E+05     4.740929E+05
     y           32    6.350000E+05     5.728587E+05
     y           72    1.008000E+06     6.913100E+05
     y           17    6.760000E+05     3.708738E+05
     y           37    4.620000E+05     4.740929E+05
     y           73    4.580000E+05     5.120566E+05
     y           19    1.040000E+06     7.060558E+05
     y           37    9.850000E+05     4.740929E+05
     y           73    4.750000E+05     5.120566E+05
     y           17    2.600000E+05     3.708738E+05
     y           37    4.920000E+05     4.740929E+05
     y           72    4.220000E+05     6.913100E+05
     y           37    6.940000E+05     4.740929E+05
     y           17    3.450000E+05     3.708738E+05
     y           53    9.090000E+05     1.152055E+06
     y           73    6.690000E+05     5.120566E+05
     y           32    6.070000E+05     5.728587E+05
     y           72    6.380000E+05     6.913100E+05
     y           37    4.600000E+05     4.740929E+05
     y           32    9.500000E+05     5.728587E+05
     y           17    4.450000E+05     3.708738E+05
     y           17    2.360760E+05     3.708738E+05
     y           19    5.450000E+05     7.060558E+05
     y           17    2.600000E+05     3.708738E+05
     y           25    8.000000E+05     6.117883E+05
     y           17    3.400000E+05     3.708738E+05
     y           17    2.430000E+05     3.708738E+05
     y           48    8.780000E+05     7.757435E+05
     y           32    4.950000E+05     5.728587E+05
     y           17    4.390000E+05     3.708738E+05
     y           17    4.100000E+05     3.708738E+05
     y           32    7.400000E+05     5.728587E+05
     y           32    7.800000E+05     5.728587E+05
     y           53    1.549000E+06     1.152055E+06
     y           32    3.020000E+05     5.728587E+05
     y           17    2.360000E+05     3.708738E+05
     y           37    6.180000E+05     4.740929E+05
     y           37    5.510000E+05     4.740929E+05
     y           25    4.600000E+05     6.117883E+05
     y           32    3.210000E+05     5.728587E+05
     y           37    3.990000E+05     4.740929E+05
     y           73    1.070000E+06     5.120566E+05
     y           53    8.340000E+05     1.152055E+06
     y           17    4.080000E+05     3.708738E+05
     y           72    6.170000E+05     6.913100E+05
     y           17    2.426750E+05     3.708738E+05
     y           19    6.450000E+05     7.060558E+05
     y           32    5.100000E+05     5.728587E+05
     y           19    5.550000E+05     7.060558E+05
     y           25    7.650000E+05     6.117883E+05
     y           32    5.250000E+05     5.728587E+05
     y           17    4.270000E+05     3.708738E+05
     y           32    7.200000E+05     5.728587E+05
     y           17    2.870000E+05     3.708738E+05
     y           19    8.100000E+05     7.060558E+05
     y           72    4.290000E+05     6.913100E+05
     y           72    7.000000E+05     6.913100E+05
     y           73    4.100000E+05     5.120566E+05
     y           19    9.380000E+05     7.060558E+05
     y           19    9.960000E+05     7.060558E+05
     y           37    7.000000E+05     4.740929E+05
     y           32    3.650000E+05     5.728587E+05
     y           33    3.730000E+05     3.990938E+05
     y           32    5.000000E+05     5.728587E+05
     y           72    5.400000E+05     6.913100E+05
     y           73    7.030000E+05     5.120566E+05
     y           32    4.840000E+05     5.728587E+05
     y           32    6.670000E+05     5.728587E+05
     y           72    7.290000E+05     6.913100E+05
     y           17    4.270000E+05     3.708738E+05
     y           17    2.610000E+05     3.708738E+05
     y           32    8.800000E+05     5.728587E+05
     y           37    3.330000E+05     4.740929E+05
     y           19    8.580000E+05     7.060558E+05
     y           32    1.100000E+06     5.728587E+05
     y            7    1.300000E+06     9.370035E+05
     y           48    6.350000E+05     7.757435E+05
     y           32    6.840000E+05     5.728587E+05
     y           73    1.040000E+06     5.120566E+05
     y           32    4.190000E+05     5.728587E+05
     y           17    3.850000E+05     3.708738E+05
     y           72    1.090000E+06     6.913100E+05
     y           53    1.549000E+06     1.152055E+06
     y           17    3.010000E+05     3.708738E+05
     y           48    8.140000E+05     7.757435E+05
     y           37    3.300000E+05     4.740929E+05
     y           17    2.800000E+05     3.708738E+05
     y           73    4.270000E+05     5.120566E+05
