 train       observed       predicted
 y     2.860000E+05     3.295883E+05
 y     1.018965E+06     7.697117E+05
 y     2.640000E+05     3.708021E+05
 y     1.950000E+05     2.087908E+05
 y     2.850000E+05     3.193707E+05
 y     2.030000E+05     2.687001E+05
 y     3.150000E+05     3.062115E+05
 y     1.240000E+05     1.998253E+05
 y     2.220000E+05     2.505436E+05
 y     4.060000E+05     3.260188E+05
 y     2.790000E+05     2.709390E+05
 y     2.220000E+05     2.028622E+05
 y     2.550000E+05     2.718491E+05
 y     2.090000E+05     2.522458E+05
 y     3.450000E+05     4.803341E+05
 y     3.700000E+05     6.159992E+05
 y     1.460000E+05     2.017791E+05
 y     4.000000E+05     3.402512E+05
 y     2.050000E+05     2.444474E+05
 y     1.890000E+05     2.255670E+05
 y     1.600000E+05     1.769100E+05
 y     1.199000E+06     9.485853E+05
 y     4.960000E+05     5.309752E+05
 y     1.440000E+05     1.966057E+05
 y     1.820000E+05     2.327618E+05
 y     2.260000E+05     2.305053E+05
 y     4.520000E+05     3.065170E+05
 y     4.000000E+05     4.009971E+05
 y     2.860000E+05     2.577573E+05
 y     3.150000E+05     3.358194E+05
 y     4.150000E+05     3.781330E+05
 y     1.199000E+06     9.745742E+05
 y     1.199000E+06     9.058771E+05
 y     1.400000E+05     1.723325E+05
 y     2.750000E+05     2.821969E+05
 y     2.100000E+05     1.998431E+05
 y     1.650000E+05     1.726231E+05
 y     2.800000E+05     2.253557E+05
 y     2.340000E+05     2.749615E+05
 y     9.500000E+05     6.160969E+05
 y     3.150000E+05     3.882676E+05
 y     8.550000E+05     6.702159E+05
 y     1.199000E+06     9.875321E+05
 y     1.750000E+05     2.099311E+05
 y     2.340000E+05     2.351446E+05
 y     2.520000E+05     2.548868E+05
 y     1.890000E+05     2.281500E+05
 y     1.590000E+05     1.792535E+05
 y     1.290000E+05     1.790972E+05
 y     3.100000E+05     2.884378E+05
 y     5.820000E+05     5.496486E+05
 y     2.420000E+05     2.639330E+05
 y     2.270000E+05     2.255319E+05
 y     2.640000E+05     2.584390E+05
 y     4.880000E+05     4.505715E+05
 y     3.410000E+05     3.194828E+05
 y     3.670000E+05     3.562494E+05
 y     2.750000E+05     2.834773E+05
 y     2.330000E+05     2.708951E+05
 y     3.910000E+05     3.157806E+05
 y     2.390000E+05     2.632599E+05
 y     4.410000E+05     3.472686E+05
 y     3.950000E+05     3.758573E+05
 y     2.090000E+05     2.348423E+05
 y     2.700000E+05     2.293942E+05
 y     3.670000E+05     3.897191E+05
 y     4.000000E+05     4.939281E+05
 y     3.000000E+05     3.024977E+05
 y     3.790000E+05     4.250651E+05
 y     7.390000E+05     7.842104E+05
 y     1.960000E+05     2.218322E+05
 y     5.610000E+05     6.162851E+05
 y     6.360000E+05     5.027100E+05
 y     3.310000E+05     3.306101E+05
 y     3.400000E+05     3.439441E+05
 y     2.350000E+05     2.689821E+05
 y     2.860000E+05     2.486138E+05
 y     1.470000E+05     1.721523E+05
 y     2.570000E+05     2.627987E+05
 y     3.400000E+05     3.946456E+05
 y     2.840000E+05     2.759933E+05
 y     5.730000E+05     6.734264E+05
 y     3.290000E+05     4.120791E+05
 y     3.480000E+05     3.144614E+05
 y     4.900000E+05     5.369263E+05
 y     2.920000E+05     3.072197E+05
 y     2.860000E+05     3.303236E+05
 y     3.110000E+05     2.733184E+05
 y     4.250000E+05     3.913401E+05
 y     3.000000E+05     4.535807E+05
 y     3.430000E+05     2.884008E+05
 y     4.090000E+05     4.452674E+05
 y     2.400000E+05     2.402250E+05
 y     2.600000E+05     2.336307E+05
 y     4.120000E+05     3.629380E+05
 y     1.870000E+05     2.140712E+05
 y     3.540000E+05     3.966814E+05
 y     2.890000E+05     3.276549E+05
 y     2.440000E+05     2.498921E+05
 y     4.000000E+05     3.894560E+05
 y     2.510000E+05     2.565462E+05
 y     3.750000E+05     7.157371E+05
 y     1.720000E+05     2.165558E+05
 y     1.540000E+05     2.612463E+05
 y     3.180000E+05     3.146062E+05
 y     3.900000E+05     3.064444E+05
 y     2.670000E+05     2.940447E+05
 y     2.380000E+05     3.089953E+05
 y     1.435300E+05     1.840811E+05
 y     5.000000E+05     5.634383E+05
 y     7.130000E+05     7.797313E+05
 y     3.900000E+05     4.416473E+05
 y     2.500000E+05     2.377795E+05
 y     3.780000E+05     4.062202E+05
 y     4.370000E+05     3.388891E+05
 y     3.350000E+05     3.351300E+05
 y     3.300000E+05     3.151202E+05
 y     3.520000E+05     3.543035E+05
 y     1.550000E+05     2.855876E+05
 y     4.700000E+05     4.675069E+05
 y     3.000000E+05     3.021133E+05
 y     3.290000E+05     3.995022E+05
 y     3.060000E+05     3.052979E+05
 y     1.300000E+05     1.834666E+05
 y     2.730000E+05     3.150298E+05
 y     3.410000E+05     3.436851E+05
 y     2.760000E+05     3.016069E+05
 y     4.850000E+05     4.738813E+05
 y     2.090000E+05     2.127427E+05
 y     5.500000E+05     4.404678E+05
 y     3.390000E+05     3.787252E+05
 y     7.200000E+05     7.061264E+05
 y     5.270000E+05     4.834759E+05
 y     1.590000E+05     2.239645E+05
 y     4.050000E+05     3.473786E+05
 y     3.120000E+05     2.950722E+05
 y     2.500000E+05     2.597590E+05
 y     1.820000E+05     2.408567E+05
 y     3.100000E+05     2.629065E+05
 y     4.400000E+05     5.095516E+05
 y     2.430000E+05     2.694698E+05
 y     2.850000E+05     3.315660E+05
 y     2.470000E+05     2.580867E+05
 y     1.860000E+05     2.094369E+05
 y     3.040000E+05     3.694800E+05
 y     2.750000E+05     3.316864E+05
 y     2.950000E+05     2.916465E+05
 y     3.680000E+05     4.543877E+05
 y     3.650000E+05     3.165690E+05
 y     3.700000E+05     3.291761E+05
 y     2.930000E+05     2.905696E+05
 y     4.840000E+05     3.946468E+05
 y     7.200000E+05     4.703932E+05
 y     3.820000E+05     4.012524E+05
 y     1.800000E+05     1.929164E+05
 y     4.390000E+05     4.288692E+05
 y     2.130000E+05     2.058473E+05
 y     3.300000E+05     3.173431E+05
 y     2.120000E+05     3.135462E+05
 y     6.350000E+05     6.120337E+05
 y     2.650000E+05     3.479477E+05
 y     4.030000E+05     4.211361E+05
 y     4.430000E+05     4.113632E+05
 y     3.160000E+05     3.941933E+05
 y     2.900000E+05     3.023353E+05
 y     4.850000E+05     4.847527E+05
 y     3.390000E+05     4.488096E+05
 y     3.100000E+05     3.319986E+05
 y     2.710000E+05     2.938424E+05
 y     7.020000E+05     4.378257E+05
 y     3.750000E+05     3.509739E+05
 y     3.900000E+05     3.689308E+05
 y     5.530000E+05     4.637415E+05
 y     3.500000E+05     4.128961E+05
 y     2.780000E+05     2.928342E+05
 y     2.140000E+05     2.527779E+05
 y     3.050000E+05     3.097539E+05
 y     2.120000E+05     2.833654E+05
 y     2.360000E+05     2.695289E+05
 y     3.000000E+05     3.932164E+05
 y     3.400000E+05     4.266074E+05
 y     4.050000E+05     3.099465E+05
 y     3.750000E+05     4.054336E+05
 y     2.110000E+05     2.736161E+05
 y     2.650000E+05     3.478288E+05
 y     6.550000E+05     6.093514E+05
 y     3.250000E+05     3.012360E+05
 y     3.490000E+05     3.461161E+05
 y     2.700000E+05     2.918475E+05
 y     4.850000E+05     4.870643E+05
 y     3.200000E+05     3.594816E+05
 y     3.620000E+05     4.539464E+05
 y     2.440000E+05     2.846301E+05
 y     2.440000E+05     2.266635E+05
 y     3.510000E+05     2.936191E+05
 y     2.110000E+05     2.386248E+05
 y     1.850000E+05     1.988452E+05
 y     1.530000E+05     2.002010E+05
 y     3.330000E+05     3.370868E+05
 y     4.600000E+05     5.556380E+05
 y     3.140000E+05     3.263106E+05
 y     7.200000E+05     6.556806E+05
 y     2.800000E+05     3.638640E+05
 y     3.100000E+05     3.025398E+05
 y     7.390000E+05     5.968982E+05
 y     3.850000E+05     4.174188E+05
 y     2.700000E+05     2.641912E+05
 y     3.250000E+05     3.164404E+05
 y     3.880000E+05     4.280059E+05
 y     2.990000E+05     3.273252E+05
 y     2.500000E+05     2.815860E+05
 y     3.460000E+05     3.570393E+05
 y     5.100000E+05     4.280588E+05
 y     5.330000E+05     5.148403E+05
 y     2.300000E+05     2.739992E+05
 y     2.320000E+05     2.255682E+05
 y     3.030000E+05     4.636277E+05
 y     1.600000E+05     1.993489E+05
 y     3.650000E+05     2.722774E+05
 y     2.340000E+05     2.609112E+05
 y     4.370000E+05     3.569430E+05
 y     2.110000E+05     2.444341E+05
 y     2.880000E+05     2.727519E+05
 y     3.600000E+05     3.339570E+05
 y     3.460000E+05     3.347627E+05
 y     1.460000E+05     1.796680E+05
 y     5.800000E+05     6.023912E+05
 y     1.300000E+05     2.004765E+05
 y     2.730000E+05     3.031404E+05
 y     3.320000E+05     2.248748E+05
 y     2.950000E+05     3.161761E+05
 y     3.700000E+05     2.996104E+05
 y     3.760000E+05     3.134225E+05
 y     4.600000E+05     4.082427E+05
 y     1.300000E+05     1.763305E+05
 y     2.240000E+05     1.923861E+05
 y     3.520000E+05     2.977322E+05
 y     2.880000E+05     3.340026E+05
 y     3.080000E+05     3.605241E+05
 y     3.620000E+05     3.981108E+05
 y     2.860000E+05     3.056660E+05
 y     5.620000E+05     6.732238E+05
 y     2.580000E+05     2.329047E+05
 y     4.530000E+05     5.238392E+05
 y     2.370000E+05     2.656313E+05
 y     2.100000E+05     2.320047E+05
 y     1.650000E+05     2.484311E+05
 y     3.620000E+05     4.613398E+05
 y     1.850000E+05     2.545205E+05
 y     3.600000E+05     3.436999E+05
 y     5.510000E+05     5.250378E+05
 y     3.690000E+05     3.430240E+05
 y     3.040000E+05     3.660587E+05
 y     2.910000E+05     3.932533E+05
 y     2.480000E+05     2.513217E+05
 y     4.700000E+05     3.902598E+05
 y     2.950000E+05     3.312492E+05
 y     3.830000E+05     3.514525E+05
 y     2.600000E+05     2.373069E+05
 y     1.890000E+05     2.215270E+05
 y     4.270000E+05     4.361929E+05
 y     2.930000E+05     2.898343E+05
 y     3.610000E+05     3.313147E+05
 y     2.450000E+05     2.611081E+05
 y     6.370000E+05     5.249469E+05
 y     2.440000E+05     2.454823E+05
 y     3.470000E+05     2.687393E+05
 y     3.150000E+05     3.743126E+05
 y     6.290000E+05     6.131554E+05
 y     3.190000E+05     2.975111E+05
 y     6.780000E+05     5.648649E+05
 y     3.900000E+05     2.907115E+05
 y     2.110000E+05     2.671385E+05
 y     2.380000E+05     2.731928E+05
 y     1.550000E+05     1.823616E+05
 y     7.200000E+05     6.982430E+05
 y     2.200000E+05     2.265440E+05
 y     2.200000E+05     3.705310E+05
 y     2.870000E+05     3.083765E+05
 y     2.000000E+05     2.018552E+05
 y     1.410000E+05     1.780308E+05
 y     2.330000E+05     3.257891E+05
 y     4.800000E+05     4.251875E+05
 y     4.690000E+05     4.831984E+05
 y     2.890000E+05     2.027870E+05
 y     3.750000E+05     4.181271E+05
 y     2.790000E+05     2.854633E+05
 y     2.580000E+05     2.728046E+05
 y     2.920000E+05     3.343697E+05
 y     3.030000E+05     3.247019E+05
 y     1.435300E+05     2.088340E+05
 y     2.840000E+05     3.727711E+05
 y     4.080000E+05     4.666334E+05
 y     2.310000E+05     2.544134E+05
 y     2.680000E+05     2.772090E+05
 y     2.800000E+05     3.071519E+05
 y     7.390000E+05     6.792984E+05
 y     3.450000E+05     2.646530E+05
 y     4.750000E+05     5.112283E+05
 y     2.240000E+05     3.722870E+05
 y     2.350000E+05     2.462725E+05
 y     4.460000E+05     3.982397E+05
 y     7.390000E+05     3.834085E+05
 y     6.330000E+05     5.927141E+05
 y     3.370000E+05     4.317583E+05
 y     2.920000E+05     4.037588E+05
 y     2.810000E+05     2.936528E+05
 y     4.090000E+05     4.170724E+05
 y     3.270000E+05     3.391869E+05
 y     3.820000E+05     3.797728E+05
 y     3.160000E+05     4.412800E+05
 y     2.500000E+05     3.523217E+05
 y     1.700000E+05     2.506906E+05
 y     3.590000E+05     4.408115E+05
 y     3.850000E+05     3.125913E+05
 y     3.160000E+05     2.170963E+05
 y     1.800000E+05     1.987293E+05
 y     4.160000E+05     3.564776E+05
 y     5.420000E+05     3.860356E+05
 y     1.770000E+05     2.927571E+05
 y     4.200000E+05     4.351695E+05
 y     3.630000E+05     3.856891E+05
 y     2.500000E+05     2.797098E+05
 y     3.000000E+05     3.511224E+05
 y     3.200000E+05     3.820398E+05
 y     2.480000E+05     2.916083E+05
 y     2.990000E+05     3.235510E+05
 y     3.400000E+05     3.097763E+05
 y     4.500000E+05     2.158221E+05
 y     2.260000E+05     2.607741E+05
 y     3.000000E+05     3.373914E+05
 y     2.700000E+05     3.034474E+05
 y     7.200000E+05     6.804376E+05
 y     1.460000E+05     1.782675E+05
 y     2.690000E+05     3.116924E+05
 y     5.750000E+05     5.336363E+05
 y     1.350000E+05     2.014163E+05
 y     2.180000E+05     2.579351E+05
 y     3.490000E+05     3.519987E+05
 y     4.850000E+05     3.209170E+05
 y     2.000000E+05     2.362640E+05
 y     2.680000E+05     2.543448E+05
 y     3.260000E+05     3.011623E+05
 y     3.480000E+05     3.704334E+05
 y     3.350000E+05     2.653837E+05
 y     2.830000E+05     2.662155E+05
 y     5.180000E+05     5.403384E+05
 y     3.800000E+05     2.872900E+05
 y     2.250000E+05     2.360949E+05
 y     2.990000E+05     3.072742E+05
 y     1.400000E+05     2.633605E+05
 y     3.000000E+05     2.976132E+05
 y     2.080000E+05     1.916386E+05
 y     4.150000E+05     3.796478E+05
 y     1.850000E+05     2.929568E+05
 y     1.990000E+05     2.489827E+05
 y     4.540000E+05     6.332049E+05
 y     2.640000E+05     3.426219E+05
 y     5.840000E+05     5.412264E+05
 y     3.470000E+05     3.069448E+05
 y     3.650000E+05     4.319518E+05
 y     2.860000E+05     2.811664E+05
 y     4.060000E+05     5.155581E+05
 y     3.970000E+05     4.542671E+05
 y     3.040000E+05     3.821217E+05
 y     4.130000E+05     3.417487E+05
 y     1.800000E+05     1.813954E+05
 y     2.100000E+05     3.286468E+05
 y     2.850000E+05     3.075527E+05
 y     4.160000E+05     3.573201E+05
 y     3.900000E+05     5.345320E+05
 y     2.390000E+05     2.874319E+05
 y     2.100000E+05     3.453178E+05
 y     4.100000E+05     5.009840E+05
 y     6.100000E+05     6.205951E+05
 y     5.000000E+05     4.157219E+05
 y     1.500000E+05     1.928179E+05
 y     2.790000E+05     2.602631E+05
 y     1.910000E+05     2.319566E+05
 y     2.750000E+05     2.903397E+05
 y     4.250000E+05     3.364476E+05
 y     2.500000E+05     3.030614E+05
 y     3.600000E+05     3.484773E+05
 y     2.110000E+05     3.149606E+05
 y     3.190000E+05     3.253896E+05
 y     2.850000E+05     2.867898E+05
 y     2.540000E+05     2.933750E+05
 y     4.440000E+05     2.963009E+05
 y     4.590000E+05     5.100428E+05
 y     3.720000E+05     3.450951E+05
 y     4.150000E+05     3.623634E+05
 y     6.810000E+05     7.314173E+05
 y     6.500000E+05     5.884805E+05
 y     5.710000E+05     6.233049E+05
 y     2.600000E+05     3.945776E+05
 y     3.010000E+05     3.670786E+05
 y     2.050000E+05     2.404174E+05
 y     3.610000E+05     3.863037E+05
 y     1.710000E+05     2.630683E+05
 y     2.150000E+05     2.565452E+05
 y     6.710000E+05     6.798562E+05
 y     2.870000E+05     2.723108E+05
 y     4.850000E+05     4.621318E+05
 y     3.300000E+05     3.358345E+05
 y     1.630000E+05     1.821071E+05
 y     4.230000E+05     5.139761E+05
 y     1.930000E+05     2.138259E+05
 y     4.050000E+05     2.751950E+05
 y     5.900000E+05     6.835074E+05
 y     5.040000E+05     5.037433E+05
 y     2.540000E+05     2.778784E+05
 y     2.800000E+05     2.890229E+05
 y     4.430000E+05     4.445501E+05
 y     2.430000E+05     2.382369E+05
 y     1.870000E+05     2.051161E+05
 y     1.850000E+05     2.384958E+05
 y     1.600000E+05     1.829752E+05
 y     7.390000E+05     6.964332E+05
 y     3.940000E+05     4.330025E+05
 y     1.900000E+05     2.009190E+05
 y     7.000000E+05     6.302613E+05
 y     3.310000E+05     3.871497E+05
 y     1.650000E+05     1.818996E+05
 y     4.120000E+05     4.211662E+05
 y     3.450000E+05     3.108812E+05
 y     2.990000E+05     3.317785E+05
 y     1.650000E+05     1.941760E+05
 y     4.080000E+05     3.212482E+05
 y     5.530000E+05     5.163087E+05
 y     4.000000E+05     3.542103E+05
 y     2.000000E+05     2.129486E+05
 y     7.000000E+05     5.907007E+05
 y     2.940000E+05     3.399201E+05
 y     1.920000E+05     2.236197E+05
 y     3.410000E+05     3.429255E+05
 y     4.320000E+05     3.907903E+05
 y     3.040000E+05     2.805210E+05
 y     3.550000E+05     3.942061E+05
 y     2.130000E+05     2.339237E+05
 y     3.830000E+05     4.041680E+05
 y     3.720000E+05     3.594675E+05
 y     2.280000E+05     2.570419E+05
 y     7.200000E+05     7.352212E+05
 y     2.520000E+05     3.102084E+05
 y     4.000000E+05     3.432173E+05
 y     2.720000E+05     2.548959E+05
 y     3.140000E+05     2.829046E+05
 y     7.390000E+05     4.203029E+05
 y     3.020000E+05     3.760876E+05
 y     2.400000E+05     2.491545E+05
 y     1.460000E+05     1.780308E+05
 y     3.090000E+05     3.111179E+05
 y     2.910000E+05     3.238842E+05
 y     3.390000E+05     3.545981E+05
 y     3.870000E+05     4.213125E+05
 y     3.250000E+05     3.464520E+05
 y     4.420000E+05     2.626166E+05
 y     2.280000E+05     2.124884E+05
 y     3.000000E+05     2.470431E+05
 y     2.570000E+05     2.736768E+05
 y     2.120000E+05     3.515023E+05
 y     2.410000E+05     2.920576E+05
 y     1.900000E+05     2.741730E+05
 y     2.810000E+05     2.780891E+05
 y     2.780000E+05     2.824172E+05
 y     2.010000E+05     2.390600E+05
 y     2.990000E+05     3.891462E+05
 y     2.530000E+05     2.897969E+05
 y     1.300000E+05     1.844661E+05
 y     3.950000E+05     3.401165E+05
 y     4.050000E+05     3.232373E+05
 y     2.600000E+05     2.881480E+05
 y     2.680000E+05     2.673634E+05
 y     3.200000E+05     3.159837E+05
 y     1.950000E+05     2.007079E+05
 y     1.470000E+05     1.782675E+05
 y     3.500000E+05     3.524958E+05
 y     3.540000E+05     4.128703E+05
 y     3.030000E+05     3.581003E+05
 y     2.860000E+05     3.066399E+05
 y     1.740000E+05     2.202076E+05
